votenumber,voteid,votedate,majorityreq,result,votedesc,S354,S317,S330,S396,S341,S342,S370,S343,S397,S307,S300,S275,S372,S308,S277,S309,S373,S252,S337,S287,S385,S374,S398,S266,S355,S375,S386,S253,S376,S221,S357,S331,S293,S153,S407,S387,S388,S399,S359,S408,S361,S344,S395,S236,S345,S362,S406,S389,S363,S311,S378,S057,S346,S405,S409,S410,S338,S369,S411,S174,S306,S322,S347,S288,S364,S229,S348,S380,S349,S259,S323,S401,S402,S381,S350,S313,S382,S353,S270,S404,S365,S324,S184,S403,S394,S284,S383,S314,S303,S384,S351,S412,S390,S327,S366,S316,S318,S247,S391,S414,S413,S415
192,117-1-192,2021-05-17 17:32:00,3/5,Cloture on the Motion to Proceed Agreed to,On Cloture on the Motion to Proceed S. 1260,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,0,1,1,1,1,3,1,1,0,,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,3,0,1,1,1,1,3,1,1,1.0,1.0,1.0
193,117-1-193,2021-05-18 17:19:00,1/2,Motion to Discharge Agreed to,On the Motion to Discharge PN79-2,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,3,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,3,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
194,117-1-194,2021-05-18 18:10:00,1/2,Motion to Proceed Agreed to,On the Motion to Proceed S.J.Res. 13,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,3,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
195,117-1-195,2021-05-19 12:06:00,1/2,Joint Resolution Passed,On the Joint Resolution S.J.Res. 13,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,3,1,1,0,1,0,1,0,0,1,0,3,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
196,117-1-196,2021-05-19 16:05:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 1517 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,1,3,1,1,0,1,1,1,1,0,1,1,3,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1.0,1.0
197,117-1-197,2021-05-19 16:52:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 1547 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,3,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,0,1,0,0,1,1,0,0,1,3,0,0,1,0,1,0,1,1,0,1,3,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
198,117-1-198,2021-05-20 12:00:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 1523 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,3,0,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,,0,1,0,0,3,1,0,0,1,3,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
199,117-1-199,2021-05-20 13:30:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 1518 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,3,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,3,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,0,1,1,3,3,1,0,0,3,3,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
200,117-1-200,2021-05-24 17:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN124,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,3,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,3,1,1,0,1,0,,1,0,1,1,0,0,1,1,3,1,1,3,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,3,1.0,1.0,1.0
201,117-1-201,2021-05-25 11:47:00,1/2,Nomination Confirmed,On the Nomination PN124,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,3,1,1,0,1,0,,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
202,117-1-202,2021-05-25 12:34:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN79-2,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,3,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
203,117-1-203,2021-05-25 14:35:00,1/2,Nomination Confirmed,On the Nomination PN79-2,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,3,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
204,117-1-204,2021-05-25 16:56:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 1975 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,3,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
205,117-1-205,2021-05-25 17:34:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 1565 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,1,3,1,0,1,0,1,,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
206,117-1-206,2021-05-25 18:12:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 1891 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,3,0,0,1,0,1,,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
207,117-1-207,2021-05-26 12:17:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 1911 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
208,117-1-208,2021-05-26 14:32:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 2014 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
209,117-1-209,2021-05-26 15:12:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 1710 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
210,117-1-210,2021-05-26 21:20:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 1588 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,,1,0,3,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,0,0,1,1,1,1,1,1,1,1.0,1.0,1.0
211,117-1-211,2021-05-26 22:00:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 1929 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),0,1,0,3,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,0,1,3,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,3,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
212,117-1-212,2021-05-26 22:17:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 1771 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),0,1,0,3,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,0,1,3,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,3,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
213,117-1-213,2021-05-26 22:38:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 2023 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),0,1,1,3,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,,1,0,3,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,3,0,0,1,1,1,1,1,0,1,1.0,1.0,1.0
214,117-1-214,2021-05-27 11:05:00,3/5,Cloture Motion Agreed to,On the Cloture Motion S.Amdt. 1502 to S. 1260 (Endless Frontier Act),1,0,1,3,1,3,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1.0,1.0
215,117-1-215,2021-05-27 15:15:00,1/2,Motion to Table Agreed to,On the Motion to Table S.Amdt. 1802 to S.Amdt. 1527 to S.Amdt. 1502 to S. 1260,1,0,1,3,1,3,1,0,3,1,3,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,3,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1.0,1.0,1.0
216,117-1-216,2021-05-27 16:10:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 1562 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),1,1,1,3,1,3,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0
217,117-1-217,2021-05-27 22:27:00,1/2,Motion for Attendance Agreed to,On the Motion for Attendance S. 1260,1,1,1,3,1,3,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,3,0,1,1,0,1,1,0,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,1,1,1,1,1,0,0,1,3,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1.0,1.0,1.0
218,117-1-218,2021-05-28 11:24:00,3/5,Cloture Motion Rejected,On the Cloture Motion H.R. 3233,1,0,1,3,1,3,1,0,3,1,3,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,3,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,3,0,1,1,1,3,1,1,3,0,1,1,1,1,0,0,1,3,3,1,1,0,1,0,0,3,0,1,1,1,1,0,1,0,1.0,1.0,1.0
219,117-1-219,2021-06-07 17:28:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN393,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,1,1,3,1,1,1,1,1,0,,1,0,1,1,1,0,1,0,0,1,1,1,3,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,3,1,3,1,1,0,0,1,0,1,1,1,0,1,3,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0
220,117-1-220,2021-06-08 11:30:00,1/2,Nomination Confirmed,On the Nomination PN393,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,3,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0
221,117-1-221,2021-06-08 12:17:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN395,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0
222,117-1-222,2021-06-08 15:07:00,1/2,Nomination Confirmed,On the Nomination PN395,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0
223,117-1-223,2021-06-08 15:54:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 1858 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
224,117-1-224,2021-06-08 16:30:00,3/5,Motion Agreed to,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Amdt. No. 1502 As Amended ),1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1.0,1.0,1.0
225,117-1-225,2021-06-08 17:13:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 1502 to S. 1260 (Endless Frontier Act),1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1.0,1.0
226,117-1-226,2021-06-08 18:00:00,3/5,Bill Passed,On Passage of the Bill S. 1260,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1.0,1.0
227,117-1-227,2021-06-08 18:42:00,3/5,Cloture on the Motion to Proceed Rejected,On Cloture on the Motion to Proceed H.R. 7,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,3,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
228,117-1-228,2021-06-10 11:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN394,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,3,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0
229,117-1-229,2021-06-10 12:19:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN391,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,3,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,3,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
230,117-1-230,2021-06-10 13:45:00,1/2,Nomination Confirmed,On the Nomination PN394,1,1,1,0,1,0,1,1,0,1,3,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,,1,1,1,1,0,1,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,3,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0
231,117-1-231,2021-06-14 17:28:00,1/2,Nomination Confirmed,On the Nomination PN391,1,0,1,0,1,3,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,3,1,3,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
232,117-1-232,2021-06-14 18:20:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN254,1,0,1,0,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,3,1,3,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1.0,1.0,1.0
233,117-1-233,2021-06-15 11:33:00,1/2,Nomination Confirmed,On the Nomination PN254,1,0,1,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,,1,0,1,1,1,0,1,1,1,1,1,1,0,3,1,1,0,0,1,1,3,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1.0,1.0,1.0
234,117-1-234,2021-06-16 11:32:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN444,1,0,1,0,1,0,3,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,3,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1.0,1.0,1.0
235,117-1-235,2021-06-16 12:14:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN390,1,0,1,0,1,0,3,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,3,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
236,117-1-236,2021-06-16 15:15:00,1/2,Nomination Confirmed,On the Nomination PN444,1,0,1,0,1,0,3,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,3,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1.0,1.0,1.0
237,117-1-237,2021-06-16 16:01:00,1/2,Nomination Confirmed,On the Nomination PN390,1,0,1,0,1,0,3,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,3,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1.0,1.0,1.0
238,117-1-238,2021-06-16 16:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN363,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0
239,117-1-239,2021-06-17 11:43:00,1/2,Nomination Confirmed,On the Nomination PN363,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0
240,117-1-240,2021-06-17 12:26:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN421,1,0,1,0,1,1,3,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,3,0,0,0,1,1,0,1,1,1,1,0,0,,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,3,1,1,1,0,3,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1.0,1.0,1.0
241,117-1-241,2021-06-17 13:45:00,1/2,Nomination Confirmed,On the Nomination PN421,1,0,1,0,1,1,3,0,0,1,3,1,1,1,1,1,0,1,1,0,1,0,3,0,0,0,1,1,0,1,1,1,1,0,0,,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,3,1,1,1,0,3,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,3,0,0,0,1,1,1,1,0,1,1,1.0,1.0,1.0
